classification_path,name,is_group,table_column,printed_page,scan_leaf,unit_code,unit,persons,males,females
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Central Chin Sub-Group > Lushei,Lushei,0,335,481,486,PROV,Provinces,58105,27215,30890
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Central Chin Sub-Group > Lushei,Lushei,0,335,481,486,STATES,States and Agencies,2366,1238,1128
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Central Chin Sub-Group > Lushei,Lushei,0,335,481,486,3,Assam,57231,26820,30411
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Central Chin Sub-Group > Lushei,Lushei,0,335,481,486,5,Bengal,578,275,303
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Central Chin Sub-Group > Lushei,Lushei,0,335,481,486,8,Burma,296,120,176
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Central Chin Sub-Group > Lushei,Lushei,0,335,481,486,16,Assam States,366,197,169
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Central Chin Sub-Group > Lushei,Lushei,0,335,481,486,19,Bengal States,2000,1041,959
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Central Chin Sub-Group > Pankhu,Pankhu,0,338,481,486,INDIA,India,83,31,52
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Central Chin Sub-Group > Pankhu,Pankhu,0,338,481,486,PROV,Provinces,83,31,52
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Central Chin Sub-Group > Pankhu,Pankhu,0,338,481,486,5,Bengal,83,31,52
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Central Chin Sub-Group > Tashon,Tashon,0,341,481,486,INDIA,India,20049,9467,10582
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Central Chin Sub-Group > Tashon,Tashon,0,341,481,486,PROV,Provinces,20049,9467,10582
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Central Chin Sub-Group > Tashon,Tashon,0,341,481,486,3,Assam,3912,1859,2053
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Central Chin Sub-Group > Tashon,Tashon,0,341,481,486,8,Burma,16137,7608,8529
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group,Southern Chin Sub-Group,1,344,481,486,INDIA,India,66288,32733,33555
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group,Southern Chin Sub-Group,1,344,481,486,PROV,Provinces,66288,32733,33555
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group,Southern Chin Sub-Group,1,344,481,486,5,Bengal,3374,1455,1919
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group,Southern Chin Sub-Group,1,344,481,486,8,Burma,62914,31278,31636
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Chinbok,Chinbok,0,347,482,487,INDIA,India,20195,9913,10282
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Chinbok,Chinbok,0,347,482,487,PROV,Provinces,20195,9918,10282
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Chinbok,Chinbok,0,347,482,487,8,Burma,20195,9913,10282
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Chinbon,Chinbon,0,350,482,487,INDIA,India,10268,5089,5179
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Chinbon,Chinbon,0,350,482,487,PROV,Provinces,10268,5089,5179
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Chinbon,Chinbon,0,350,482,487,8,Burma,10268,5089,5179
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Khyang (Sho),Khyang (Sho),0,353,482,487,INDIA,India,2825,1276,1549
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Khyang (Sho),Khyang (Sho),0,353,482,487,PROV,Provinces,2825,1276,1549
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Khyang (Sho),Khyang (Sho),0,353,482,487,5,Bengal,1265,479,786
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Khyang (Sho),Khyang (Sho),0,353,482,487,8,Burma,1560,797,763
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Khami (Kumi),Khami (Kumi),0,356,482,487,INDIA,India,32991,16449,16522
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Khami (Kumi),Khami (Kumi),0,356,482,487,PROV,Provinces,32991,16449,16522
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Khami (Kumi),Khami (Kumi),0,356,482,487,5,Bengal,2109,976,1113
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Khami (Kumi),Khami (Kumi),0,356,482,487,8,Burma,30882,15473,15409
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Yindu,Yindu,0,359,482,487,INDIA,India,9,6,3
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Yindu,Yindu,0,359,482,487,PROV,Provinces,9,6,3
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Southern Chin Sub-Group > Yindu,Yindu,0,359,482,487,8,Burma,9,6,3
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group,Unclassed Chin Languages Sub-Group,1,362,482,487,INDIA,India,69998,34807,35191
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group,Unclassed Chin Languages Sub-Group,1,362,482,487,PROV,Provinces,68966,34470,34496
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group,Unclassed Chin Languages Sub-Group,1,362,482,487,STATES,States and Agencies,1032,337,695
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group,Unclassed Chin Languages Sub-Group,1,362,482,487,5,Bengal,863,610,253
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group,Unclassed Chin Languages Sub-Group,1,362,482,487,8,Burma,68100,33858,34242
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group,Unclassed Chin Languages Sub-Group,1,362,482,487,12,Madras,3,2,1
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group,Unclassed Chin Languages Sub-Group,1,362,482,487,19,Bengal States,1032,337,695
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Ánu,Ánu,0,365,482,487,INDIA,India,3,2,1
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Ánu,Ánu,0,365,482,487,PROV,Provinces,3,2,1
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Ánu,Ánu,0,365,482,487,12,Madras,3,2,1
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Chuanggyi,Chuanggyi,0,368,482,487,INDIA,India,32,16,16
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Chuanggyi,Chuanggyi,0,368,482,487,PROV,Provinces,32,16,16
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Chuanggyi,Chuanggyi,0,368,482,487,8,Burma,32,16,16
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Kaukadan,Kaukadan,0,371,482,487,INDIA,India,294,137,157
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Kaukadan,Kaukadan,0,371,482,487,PROV,Provinces,294,137,157
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Kaukadan,Kaukadan,0,371,482,487,8,Burma,294,137,157
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Lawtú,Lawtú,0,374,482,487,INDIA,India,9725,4626,5099
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Lawtú,Lawtú,0,374,482,487,PROV,Provinces,9725,4626,5099
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Lawtú,Lawtú,0,374,482,487,8,Burma,9725,4626,5099
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Ledu,Ledu,0,377,482,487,INDIA,India,1719,863,856
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Ledu,Ledu,0,377,482,487,PROV,Provinces,1719,863,856
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Ledu,Ledu,0,377,482,487,8,Burma,1719,863,856
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Matu,Matu,0,380,482,487,INDIA,India,154,82,72
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Matu,Matu,0,380,482,487,PROV,Provinces,154,82,72
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Matu,Matu,0,380,482,487,8,Burma,154,82,72
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Ngorn,Ngorn,0,383,482,487,INDIA,India,5808,2727,3081
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Ngorn,Ngorn,0,383,482,487,PROV,Provinces,5808,2727,3081
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Ngorn,Ngorn,0,383,482,487,8,Burma,5808,2727,3081
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Rongtu,Rongtu,0,386,482,487,INDIA,India,13048,6429,6619
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Rongtu,Rongtu,0,386,482,487,PROV,Provinces,12016,6092,5924
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Rongtu,Rongtu,0,386,482,487,STATES,States and Agencies,1082,837,695
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Rongtu,Rongtu,0,386,482,487,5,Bengal,863,610,453
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Rongtu,Rongtu,0,386,482,487,8,Burma,11153,5482,5671
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Rongtu,Rongtu,0,386,482,487,19,Bengal States,1032,337,695
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Saingbaung,Saingbaung,0,389,482,487,INDIA,India,8031,4273,3758
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Saingbaung,Saingbaung,0,389,482,487,PROV,Provinces,8031,4273,3758
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Saingbaung,Saingbaung,0,389,482,487,8,Burma,8031,4273,3758
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Shentang,Shentang,0,392,482,487,INDIA,India,7324,3615,3709
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Shentang,Shentang,0,392,482,487,PROV,Provinces,7324,3615,3709
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Shentang,Shentang,0,392,482,487,8,Burma,7324,3615,3709
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Sittu,Sittu,0,395,482,487,INDIA,India,4282,2343,1939
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Sittu,Sittu,0,395,482,487,PROV,Provinces,4282,2343,1939
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Sittu,Sittu,0,395,482,487,8,Burma,4282,2343,1939
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Taman,Taman,0,398,482,487,INDIA,India,9228,4614,4614
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Taman,Taman,0,398,482,487,PROV,Provinces,9228,4614,4614
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Taman,Taman,0,398,482,487,8,Burma,9228,4614,4614
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Yo,Yo,0,401,482,487,INDIA,India,1365,674,691
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Yo,Yo,0,401,482,487,PROV,Provinces,1365,674,691
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Yo,Yo,0,401,482,487,8,Burma,1365,674,691
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Yotun,Yotun,0,404,482,487,INDIA,India,8985,4406,4579
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Yotun,Yotun,0,404,482,487,PROV,Provinces,8985,4406,4579
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Unclassed Chin Languages Sub-Group > Yotun,Yotun,0,404,482,487,8,Burma,8985,4406,4579
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Other or unspecified Chin Sub-Group,Other or unspecified Chin Sub-Group,0,407,482,487,INDIA,India,121136,60268,60868
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Other or unspecified Chin Sub-Group,Other or unspecified Chin Sub-Group,0,407,482,487,PROV,Provinces,121136,60268,60868
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Other or unspecified Chin Sub-Group,Other or unspecified Chin Sub-Group,0,407,482,487,3,Assam,14191,6935,7256
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Other or unspecified Chin Sub-Group,Other or unspecified Chin Sub-Group,0,407,482,487,8,Burma,106945,53333,53612
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Other or unspecified Kuki Sub-Group,Other or unspecified Kuki Sub-Group,0,410,482,487,INDIA,India,9932,4961,4971
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Other or unspecified Kuki Sub-Group,Other or unspecified Kuki Sub-Group,0,410,482,487,PROV,Provinces,8118,4105,4013
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Other or unspecified Kuki Sub-Group,Other or unspecified Kuki Sub-Group,0,410,482,487,STATES,States and Agencies,1814,856,958
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Other or unspecified Kuki Sub-Group,Other or unspecified Kuki Sub-Group,0,410,482,487,3,Assam,5810,2915,2895
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Other or unspecified Kuki Sub-Group,Other or unspecified Kuki Sub-Group,0,410,482,487,5,Bengal,2308,1190,1118
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Other or unspecified Kuki Sub-Group,Other or unspecified Kuki Sub-Group,0,410,482,487,16,Assam States,344,177,167
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kuki-Chin Group > Other or unspecified Kuki Sub-Group,Other or unspecified Kuki Sub-Group,0,410,482,487,19,Bengal States,1470,679,791
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kachin Group,Kachin Group,1,,,,INDIA,India,156980,75728,81252
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kachin Group,Kachin Group,1,,,,PROV,Provinces,156980,75728,81252
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kachin Group,Kachin Group,1,,,,3,Assam,3042,1659,1383
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kachin Group,Kachin Group,1,,,,5,Bengal,1,1,0
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kachin Group,Kachin Group,1,,,,8,Burma,153897,74051,79846
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kachin Group,Kachin Group,1,,,,15,United Provinces of Agra and Oudh,40,17,23
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kachin Group > Kachin,Kachin,0,413,482,487,INDIA,India,156980,75728,81252
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kachin Group > Kachin,Kachin,0,413,482,487,PROV,Provinces,156980,75728,81252
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kachin Group > Kachin,Kachin,0,413,482,487,3,Assam,3042,1659,1383
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kachin Group > Kachin,Kachin,0,413,482,487,5,Bengal,1,1,
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kachin Group > Kachin,Kachin,0,413,482,487,8,Burma,153897,74051,79846
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Kachin Group > Kachin,Kachin,0,413,482,487,15,United Provinces of Agra and Oudh,40,17,23
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,INDIA,India,9960394,4881329,5079065
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,PROV,Provinces,9955413,4879051,5076362
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,STATES,States and Agencies,4981,2278,2703
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,2,Andaman and Nicobar Islands,2745,2315,430
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,3,Assam,37,27,10
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,5,Bengal,90197,45425,44772
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,6,Bihar and Orissa,9,6,3
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,7,Bombay (including Aden),18,4,14
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,7a,Aden,1,1,
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,8,Burma,9862015,4831039,5030976
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,11,Delhi,19,14,5
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,12,Madras,106,85,21
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,13,North-West Frontier Province (Districts and Administered Territories),8,3,5
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,14,Punjab,174,77,97
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,15,United Provinces of Agra and Oudh,85,56,29
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,16,Assam States,33,20,13
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family > Assam-Burmese Branch > Burma Group,Burma Group,1,416,483,488,18,Baroda State,13,6,7
